token,coefficient,absolute_coefficient
sympathies,-0.6060929167139304,0.6060929167139304
watch television,-0.6059905321375118,0.6059905321375118
minute long,0.6059735038464334,0.6059735038464334
bachelor,-0.6059723438529385,0.6059723438529385
spider,-0.6058426722321707,0.6058426722321707
kline,0.6058243318829217,0.6058243318829217
hart,0.6058123404273753,0.6058123404273753
film odd,0.6056252729211896,0.6056252729211896
tableaux,-0.6055553129203727,0.6055553129203727
technology,0.6055369904071968,0.6055369904071968
tacky,-0.6055144536760452,0.6055144536760452
film horror,0.6054939194284834,0.6054939194284834
fan book,-0.6053848374827061,0.6053848374827061
bosnia,-0.6053481936198948,0.6053481936198948
bad guys,0.605340928223169,0.605340928223169
remember scene,0.6053219157647012,0.6053219157647012
defense,-0.6053167342377361,0.6053167342377361
commercialism,0.6052366617264348,0.6052366617264348
good heart,-0.6051570109506028,0.6051570109506028
dynamite,0.6051455774128958,0.6051455774128958
supposed funny,-0.6051200186184994,0.6051200186184994
hamlet,0.6050714500358388,0.6050714500358388
film scary,-0.605000389362759,0.605000389362759
movies lot,-0.604926995292978,0.604926995292978
cassavetes,0.6048725812704271,0.6048725812704271
half film,-0.6048403829181395,0.6048403829181395
minor,0.6048382686971507,0.6048382686971507
sex film,-0.6047463819283503,0.6047463819283503
perfectly good,-0.6046068764754626,0.6046068764754626
rally,-0.6045233156569514,0.6045233156569514
mindy,-0.6044318475296255,0.6044318475296255
ella,0.6043884467802219,0.6043884467802219
leaving,0.6043302206010367,0.6043302206010367
goes downhill,-0.6042752267359844,0.6042752267359844
testing,-0.6042669617249827,0.6042669617249827
state,-0.604255272384013,0.604255272384013
fireworks,0.6041902532947365,0.6041902532947365
gandhi,0.6041286340152998,0.6041286340152998
impeccable,0.6041195279538552,0.6041195279538552
tarzan,0.6040108126375057,0.6040108126375057
moonwalker,0.6039773187624007,0.6039773187624007
murdering,-0.6039478123120358,0.6039478123120358
marijuana,0.6039454065681188,0.6039454065681188
supporting performances,-0.6039331302209799,0.6039331302209799
somewhat predictable,0.603828662215438,0.603828662215438
descending,-0.6038087683475463,0.6038087683475463
flaw,0.6037477460877175,0.6037477460877175
posse,0.6037271471504851,0.6037271471504851
walking,-0.6036949831881111,0.6036949831881111
funny moments,-0.6036440709609388,0.6036440709609388
aishwarya rai,0.6036315458075601,0.6036315458075601
heroes,0.6036093747547846,0.6036093747547846
performed,0.6034249886214452,0.6034249886214452
nightmares,0.603417820063868,0.603417820063868
anthony mann,0.6034001694979042,0.6034001694979042
based actual,0.6033876945865978,0.6033876945865978
probably movie,-0.6033740458130461,0.6033740458130461
makes better,0.6033481436916416,0.6033481436916416
just sort,-0.6033428243546358,0.6033428243546358
dirty,0.6032953722788006,0.6032953722788006
film later,0.6032592819074111,0.6032592819074111
healy,-0.6032448466059029,0.6032448466059029
distract,0.6031752764818433,0.6031752764818433
koyaanisqatsi,-0.6031241603145422,0.6031241603145422
reefer,-0.603081264739084,0.603081264739084
random shots,-0.6029559204530804,0.6029559204530804
judge movie,0.6029136955864324,0.6029136955864324
hottest,0.602897563475965,0.602897563475965
expected better,-0.602810844403715,0.602810844403715
raid,-0.6027226739870392,0.6027226739870392
movie saying,-0.6027137240101728,0.6027137240101728
excellence,0.6027060371012068,0.6027060371012068
unfaithful,-0.6027049239669033,0.6027049239669033
diatribe,-0.6026964726245861,0.6026964726245861
carole lombard,-0.6026891449283333,0.6026891449283333
seen entire,-0.6026558298815803,0.6026558298815803
lake,-0.602550531760314,0.602550531760314
makes good,0.602470390115638,0.602470390115638
wanted leave,-0.6024633198861729,0.6024633198861729
grudge,-0.6024232202579908,0.6024232202579908
seven year,-0.6023986733441795,0.6023986733441795
seconds,-0.6023905345697799,0.6023905345697799
aud,0.6023258754899689,0.6023258754899689
romantic,0.602324111005885,0.602324111005885
films genre,0.6023222138732437,0.6023222138732437
film easily,0.602288315710994,0.602288315710994
mannerisms,0.6021836582871056,0.6021836582871056
power rangers,-0.6021268089884626,0.6021268089884626
tightening,0.6021121629270676,0.6021121629270676
watch enjoy,0.6020909099021884,0.6020909099021884
imitates,-0.6020617623501746,0.6020617623501746
feminists,-0.6020546753801733,0.6020546753801733
disney movie,0.6020382543475237,0.6020382543475237
retirement,-0.6020049568089731,0.6020049568089731
film dialogue,0.6020002013456791,0.6020002013456791
abusive,0.6019846812448202,0.6019846812448202
kept waiting,-0.6019408512435295,0.6019408512435295
suspense thriller,0.6019306183826456,0.6019306183826456
lifted,-0.6018848514147872,0.6018848514147872
gorehounds,0.6018084571780852,0.6018084571780852
help like,0.6016850721972553,0.6016850721972553
prophecy,-0.6016502382671917,0.6016502382671917
story telling,0.6016196117517859,0.6016196117517859
universal horror,0.601448385381867,0.601448385381867
knit,-0.6014420795966212,0.6014420795966212
old friends,0.6014366687359805,0.6014366687359805
volckman,0.6014315524813362,0.6014315524813362
endeavor,-0.6013626028039314,0.6013626028039314
aschenbach,0.6012791240551386,0.6012791240551386
loser,-0.601209951276159,0.601209951276159
hitchhiker,0.6011796483916017,0.6011796483916017
cat brain,0.6009254633727243,0.6009254633727243
brooklyn,0.6008706080776162,0.6008706080776162
rave,-0.6008435874732757,0.6008435874732757
notices,0.6008269148466143,0.6008269148466143
completed,-0.6008215445024603,0.6008215445024603
film okay,-0.6007873238874514,0.6007873238874514
fell flat,-0.6007477938860922,0.6007477938860922
cheadle,0.6007146650081647,0.6007146650081647
funny laugh,0.6006377894035733,0.6006377894035733
environmentalist,-0.600628979508233,0.600628979508233
flowed,0.6005736901674793,0.6005736901674793
surrounded,-0.6005722398425546,0.6005722398425546
gram,-0.6002505843950157,0.6002505843950157
did miss,-0.6002495078053378,0.6002495078053378
urban cowboy,0.600206203157458,0.600206203157458
characters dimensional,-0.6002026290012166,0.6002026290012166
hewlett,0.6001906651889783,0.6001906651889783
movies did,0.6000889515342376,0.6000889515342376
beautiful scenes,-0.6000101202977388,0.6000101202977388
movies action,-0.5999903895637201,0.5999903895637201
people voted,0.5999754979625453,0.5999754979625453
french movies,-0.5999134815628805,0.5999134815628805
impression movie,0.5999105364264772,0.5999105364264772
embrace,0.5998938238653545,0.5998938238653545
continual,-0.5998695981217114,0.5998695981217114
really hope,-0.5998513585870495,0.5998513585870495
starewicz,0.5998326093187298,0.5998326093187298
twists,0.599784561741489,0.599784561741489
months,0.5997352673579743,0.5997352673579743
humorless,-0.5996739341048354,0.5996739341048354
bittersweet,0.5996589600026112,0.5996589600026112
positive aspects,-0.5996581692175333,0.5996581692175333
shinobi,-0.5996409465969832,0.5996409465969832
pentagon,0.5996083255270632,0.5996083255270632
pepe,-0.5995927063688101,0.5995927063688101
imitated,0.5994695098456183,0.5994695098456183
humor makes,-0.5994685458086132,0.5994685458086132
won miss,-0.5994607098173894,0.5994607098173894
conway,-0.599404502474297,0.599404502474297
just director,0.5992245950425434,0.5992245950425434
work story,-0.5992223540067847,0.5992223540067847
like porn,-0.5991752350056445,0.5991752350056445
bit funny,-0.5991154348146895,0.5991154348146895
photo,-0.5990722650182159,0.5990722650182159
plucky,0.5990707876792548,0.5990707876792548
actresses time,-0.598924260185093,0.598924260185093
riots,0.5988615918318521,0.5988615918318521
giannini,-0.5988602322863491,0.5988602322863491
stella,-0.5987818570376614,0.5987818570376614
smiled,-0.5986055801385599,0.5986055801385599
vikings,-0.5985740562204671,0.5985740562204671
regular,0.5984916823692843,0.5984916823692843
simon pegg,0.5984389453824192,0.5984389453824192
played role,0.5984349602927279,0.5984349602927279
quite short,0.5983870054858529,0.5983870054858529
vega,0.5983768858408033,0.5983768858408033
bogdanovich,-0.5983258206695605,0.5983258206695605
courier,-0.5983061884870167,0.5983061884870167
racist,-0.5983042720601535,0.5983042720601535
tongued,0.5982213179717386,0.5982213179717386
end,0.5982212219360392,0.5982212219360392
football player,-0.5982210061566337,0.5982210061566337
upset,0.5981783606562139,0.5981783606562139
villains,0.5979753938417088,0.5979753938417088
yakuza,0.5979669662258899,0.5979669662258899
bare,-0.5979586050469126,0.5979586050469126
blew,0.597882225586972,0.597882225586972
miserable,-0.597825823613683,0.597825823613683
peaks,0.5978255444154347,0.5978255444154347
poor script,-0.597770988529103,0.597770988529103
clunky,-0.5977440431714582,0.5977440431714582
fan genre,0.5977165640865615,0.5977165640865615
production quality,-0.597700795706605,0.597700795706605
yuck,-0.5977007823424534,0.5977007823424534
set time,-0.5976984991381002,0.5976984991381002
lame lame,-0.5976405519496104,0.5976405519496104
know,0.5975939547048984,0.5975939547048984
vote movie,0.5974341008344709,0.5974341008344709
confidence,0.597418559309474,0.597418559309474
devastated,0.5972395663165577,0.5972395663165577
lionel,0.5971222015829655,0.5971222015829655
preference,-0.5971157879419177,0.5971157879419177
rampling,-0.5971015981165793,0.5971015981165793
taken place,-0.5970852362739152,0.5970852362739152
thwarted,0.597004895286233,0.597004895286233
frankie,0.5969925340126481,0.5969925340126481
gay men,-0.5968149705443835,0.5968149705443835
montana,0.596733993565185,0.596733993565185
make movies,0.5966987573371793,0.5966987573371793
butler,0.5966840648402215,0.5966840648402215
low quality,-0.5966779082520469,0.5966779082520469
set piece,0.5966457060350852,0.5966457060350852
connelly,0.5966267683430961,0.5966267683430961
whats,-0.5965737555996528,0.5965737555996528
hopes movie,-0.5964146409302763,0.5964146409302763
just barely,0.5963121609962378,0.5963121609962378
way say,-0.5962653489434794,0.5962653489434794
children born,0.5960501465736233,0.5960501465736233
friday th,-0.5960201101268653,0.5960201101268653
good conscience,-0.5959294692032393,0.5959294692032393
sexual situations,-0.5959205318484877,0.5959205318484877
relaxed,0.5959153854203783,0.5959153854203783
really looking,-0.5958237943001716,0.5958237943001716
laugh riot,-0.5957375601691648,0.5957375601691648
height,0.5957269885209207,0.5957269885209207
just couldn,-0.5956827113489517,0.5956827113489517
exhilarating,0.5955951022236277,0.5955951022236277
ancient,0.5954476117916306,0.5954476117916306
ill conceived,-0.595167237275388,0.595167237275388
dialogue stilted,-0.5950280978504299,0.5950280978504299
kinda liked,-0.5948866266358206,0.5948866266358206
gutsy,0.594846053837765,0.594846053837765
thought scene,-0.5948199112979298,0.5948199112979298
spiritual,-0.5947896952172645,0.5947896952172645
dreamland,-0.5947461881361159,0.5947461881361159
kaas,-0.5946723097229402,0.5946723097229402
shift,0.594642031977468,0.594642031977468
jensen,0.594626685169631,0.594626685169631
river edge,0.5946080312839266,0.5946080312839266
mysteries,0.5945776216670053,0.5945776216670053
rapport,0.5945416420540803,0.5945416420540803
end didn,-0.594511955282801,0.594511955282801
scarf,0.5945072508929914,0.5945072508929914
bitch,-0.5944734867996182,0.5944734867996182
states,-0.5944508418220537,0.5944508418220537
mr rochester,-0.5944432163278291,0.5944432163278291
woman really,0.5944013884103011,0.5944013884103011
eggs,-0.5943998781730738,0.5943998781730738
goth,-0.5943722433051319,0.5943722433051319
series tv,-0.5943302351790652,0.5943302351790652
appallingly,-0.5943262221068569,0.5943262221068569
badly written,-0.5943205214300357,0.5943205214300357
ernest borgnine,0.5943181159744062,0.5943181159744062
know isn,0.5943010694098265,0.5943010694098265
close film,0.594279192594321,0.594279192594321
collora,0.5942035286040619,0.5942035286040619
em like,0.5941844249321472,0.5941844249321472
grandfather,0.5940972696380331,0.5940972696380331
free rental,-0.5940256654046548,0.5940256654046548
dopey,-0.5940171339358633,0.5940171339358633
theatrical trailer,-0.5939427615265644,0.5939427615265644
simplistic,-0.5938678520465901,0.5938678520465901
confidential,-0.5938664951755942,0.5938664951755942
intentions,-0.5938274973355794,0.5938274973355794
adequate,-0.5938232998514529,0.5938232998514529
jellyfish,-0.5938186611269706,0.5938186611269706
stargate,0.5937502031992075,0.5937502031992075
rediscovered,0.5937082917074171,0.5937082917074171
albeit,0.5936644883512672,0.5936644883512672
mention,-0.5936395041139223,0.5936395041139223
anyways,0.5934974629008422,0.5934974629008422
fan think,-0.5934932233987897,0.5934932233987897
burma,0.5932667711858913,0.5932667711858913
alexandra,-0.5932336487819525,0.5932336487819525
money movie,-0.593222932183408,0.593222932183408
crawford,-0.5930642285951809,0.5930642285951809
clever film,0.5930460918951206,0.5930460918951206
character gets,-0.5930258631320778,0.5930258631320778
discipline,-0.5930131088144824,0.5930131088144824
half time,-0.592806843613689,0.592806843613689
commented,0.5927672850619279,0.5927672850619279
blaxploitation,0.5927594359463951,0.5927594359463951
happy,0.5927177828964326,0.5927177828964326
good actors,-0.592665052634294,0.592665052634294
australia,0.5925819638602225,0.5925819638602225
anti semitism,0.5925070444414461,0.5925070444414461
david cronenberg,0.5924924634554379,0.5924924634554379
starts,-0.5924622098595805,0.5924622098595805
trekkies,-0.592453441464896,0.592453441464896
movie sorry,-0.5922457458100548,0.5922457458100548
areas,0.5922418589124725,0.5922418589124725
mouse,0.5922127774022558,0.5922127774022558
humanity,0.5922036738479101,0.5922036738479101
brooding,0.5921931530785028,0.5921931530785028
jfk,0.5921353861339815,0.5921353861339815
fat,-0.592054114446447,0.592054114446447
successful,-0.5920528582094453,0.5920528582094453
directly camera,-0.5919858487167555,0.5919858487167555
holds,0.5918266428198422,0.5918266428198422
sleepaway,-0.5917650038604287,0.5917650038604287
sleepaway camp,-0.5917650038604287,0.5917650038604287
war story,0.5917351348623571,0.5917351348623571
divorced,-0.5917268883124438,0.5917268883124438
fast paced,0.5916559944081425,0.5916559944081425
warrant,-0.5915716756437529,0.5915716756437529
fan ll,0.5915544124137417,0.5915544124137417
giovanni,-0.5914999467243937,0.5914999467243937
tapestry,0.5913992673978938,0.5913992673978938
italian horror,0.5913604378151277,0.5913604378151277
just buy,-0.5913472780555398,0.5913472780555398
sad thing,-0.5913324191296624,0.5913324191296624
stephen king,-0.5913315325122904,0.5913315325122904
reader,-0.5913156212677025,0.5913156212677025
art films,-0.5912395713100892,0.5912395713100892
rest peace,0.5911860259495783,0.5911860259495783
sentence,-0.5911707910586784,0.5911707910586784
tunnel,-0.5911119350954734,0.5911119350954734
daddy,0.5909750079005304,0.5909750079005304
played characters,0.5908905904395563,0.5908905904395563
axe,-0.5908503535785506,0.5908503535785506
shekhar,0.5908501510926598,0.5908501510926598
performing,0.5908227489184857,0.5908227489184857
scene set,0.5907925894207464,0.5907925894207464
buy movie,0.5907848421271157,0.5907848421271157
scantily clad,-0.5906983640424153,0.5906983640424153
went bought,0.5906464013302316,0.5906464013302316
ichi,0.5906315509325604,0.5906315509325604
woefully,-0.5906220823489536,0.5906220823489536
actors time,0.5905062849790885,0.5905062849790885
curiously,-0.590482948526949,0.590482948526949
reject,-0.5904621752563212,0.5904621752563212
experienced,-0.5904489118197475,0.5904489118197475
observes,0.5904143197010144,0.5904143197010144
menu,-0.5903860267900887,0.5903860267900887
think going,-0.5903569602321559,0.5903569602321559
junkie,0.590304967224184,0.590304967224184
stereotypical,-0.590297059793409,0.590297059793409
meaningful,-0.5902784482375146,0.5902784482375146
looking,-0.5901334272933757,0.5901334272933757
enjoy did,-0.5901069610183279,0.5901069610183279
movies funny,0.5900630257314239,0.5900630257314239
map,-0.5899869850084941,0.5899869850084941
comments just,0.589930027845408,0.589930027845408
film note,0.589851315533303,0.589851315533303
good kind,0.5897616922231741,0.5897616922231741
references,0.5897051202968021,0.5897051202968021
worst performance,-0.5895859873281905,0.5895859873281905
reeling,0.5895815333165081,0.5895815333165081
dealing,0.5894923052428095,0.5894923052428095
switch,-0.5894842375267197,0.5894842375267197
theaters,-0.5894304488900144,0.5894304488900144
coastal,-0.5894234863365577,0.5894234863365577
gallery,-0.5894206207662612,0.5894206207662612
papier,-0.5892804135177648,0.5892804135177648
arrow,-0.5892713762910692,0.5892713762910692
proceeded,-0.5892342947673648,0.5892342947673648
reviewed,0.5892100960530896,0.5892100960530896
softer,0.5891999845223623,0.5891999845223623
presenter,0.58918590231631,0.58918590231631
fared,-0.5891707549442888,0.5891707549442888
post apocalyptic,0.5890733429659007,0.5890733429659007
watched episode,-0.5890584985648,0.5890584985648
young girl,-0.5890574456657292,0.5890574456657292
really sure,-0.5890223894851235,0.5890223894851235
movie slightly,-0.5890107605753084,0.5890107605753084
sidney,0.5889870485255811,0.5889870485255811
ismael,-0.5889836563787066,0.5889836563787066
villian,0.5889331880110318,0.5889331880110318
unfortunately story,-0.5889306555026769,0.5889306555026769
rosanna arquette,-0.5888774813198654,0.5888774813198654
coast,-0.5888685364430064,0.5888685364430064
film funniest,0.5887929588141013,0.5887929588141013
want tell,0.588790404312823,0.588790404312823
peak,0.5887660997876647,0.5887660997876647
buy dvd,0.5887522724098361,0.5887522724098361
little britain,0.5887477907938617,0.5887477907938617
busby,0.5886866990862896,0.5886866990862896
budget doesn,0.588670945570911,0.588670945570911
like music,-0.5886567725720978,0.5886567725720978
disdain,-0.5886414237749741,0.5886414237749741
pi,-0.5885992056080982,0.5885992056080982
overuse,-0.5885442650928538,0.5885442650928538
way best,0.5884986930395968,0.5884986930395968
movie original,0.5884410227610404,0.5884410227610404
limits,0.5884291034712175,0.5884291034712175
present day,-0.5884191065174682,0.5884191065174682
good intentions,-0.5883831515616371,0.5883831515616371
excited,-0.5883467321236705,0.5883467321236705
sterling,0.5882894565767605,0.5882894565767605
like film,0.5882799356520464,0.5882799356520464
mob boss,-0.5882633118696962,0.5882633118696962
submit,0.5882618245741389,0.5882618245741389
travesty,-0.5882230642748889,0.5882230642748889
tadzio,0.588197512602872,0.588197512602872
memento,0.5881937226241383,0.5881937226241383
work quite,0.5881120620851635,0.5881120620851635
better does,0.5880899455990679,0.5880899455990679
ninja,-0.5880884572524246,0.5880884572524246
house dracula,0.5879871945225692,0.5879871945225692
host,-0.5879178720055868,0.5879178720055868
ace,0.5878845407661003,0.5878845407661003
bitching,-0.5878797151629449,0.5878797151629449
hmmmm,0.5878564538847307,0.5878564538847307
discount,-0.5877687082109337,0.5877687082109337
sullivan,0.5877580650842008,0.5877580650842008
know trouble,-0.5877445213770089,0.5877445213770089
missed,0.5877340955769706,0.5877340955769706
star,-0.5876920773961068,0.5876920773961068
movie major,-0.5876341296009353,0.5876341296009353
audition,-0.5876246727110237,0.5876246727110237
somewhat interesting,-0.5874330924540591,0.5874330924540591
dark film,-0.5873845268239616,0.5873845268239616
john holmes,0.5873561869387581,0.5873561869387581
times people,-0.5873497207769268,0.5873497207769268
jawed,-0.5873119643542188,0.5873119643542188
god,-0.5872000278987527,0.5872000278987527
money worth,0.5871654306980967,0.5871654306980967
zeffirelli,-0.5870715520770424,0.5870715520770424
meaning film,0.5870307499944063,0.5870307499944063
caprica,0.5869984206681526,0.5869984206681526
monster man,0.586902229657908,0.586902229657908
dinosaur,-0.5868379684277982,0.5868379684277982
ago watched,0.586721147757817,0.586721147757817
wrists,-0.5867172351438749,0.5867172351438749
gundam,0.5867043657677181,0.5867043657677181
passion,0.5866750544778895,0.5866750544778895
continuity errors,-0.5866238572222283,0.5866238572222283
wonder just,-0.5866233356910157,0.5866233356910157
know think,-0.5865143234035467,0.5865143234035467
contemporary,0.5864872192571037,0.5864872192571037
insists,0.5864674572539574,0.5864674572539574
mraovich,-0.5864539267347164,0.5864539267347164
elements movie,-0.5864031302691812,0.5864031302691812
channel,-0.5863660928073817,0.5863660928073817
vh,0.5863144079161053,0.5863144079161053
prevents,-0.5862848083877773,0.5862848083877773
untouched,-0.5862839935311625,0.5862839935311625
director clearly,0.5862332695599736,0.5862332695599736
release dvd,0.5862125655379827,0.5862125655379827
bunch people,0.5861473893397373,0.5861473893397373
breaks,0.5861108684687681,0.5861108684687681
grade eye,-0.5860735810314796,0.5860735810314796
merged,-0.5860716420924083,0.5860716420924083
easiest,0.5860671046812667,0.5860671046812667
patsy,-0.5860602242984615,0.5860602242984615
henriksen,-0.5860381547639333,0.5860381547639333
absolutely brilliant,0.5860302640511559,0.5860302640511559
goo,-0.5858840968681833,0.5858840968681833
accepting,0.5858494892448555,0.5858494892448555
peck,0.5858268973601557,0.5858268973601557
upcoming,0.5858046875171385,0.5858046875171385
flora,-0.5857833509648449,0.5857833509648449
exploits,-0.5857028936522646,0.5857028936522646
people today,-0.5856806621541863,0.5856806621541863
commentators,0.5856275062812092,0.5856275062812092
kidnapper,-0.5855088711408915,0.5855088711408915
genocide,-0.5854765737098103,0.5854765737098103
reba,-0.5854666948901343,0.5854666948901343
ralph,0.5853988782792998,0.5853988782792998
just drags,-0.5853862681908027,0.5853862681908027
like play,0.585332183312762,0.585332183312762
personal,0.5853158151987519,0.5853158151987519
movies didn,0.5853080662911422,0.5853080662911422
mood film,0.585275292906264,0.585275292906264
casey,0.585229260641463,0.585229260641463
movies seen,-0.5852234831954758,0.5852234831954758
does,-0.585183823716771,0.585183823716771
awed,0.5851823482109533,0.5851823482109533
just think,0.5851190212922283,0.5851190212922283
sheesh,-0.5850609115731571,0.5850609115731571
guy like,0.5850593951222769,0.5850593951222769
playstation,-0.5849391766048103,0.5849391766048103
threads,-0.5848615903971018,0.5848615903971018
life little,0.5848553397012903,0.5848553397012903
shunned,0.5848107337097705,0.5848107337097705
live life,0.5847244348968541,0.5847244348968541
anand,0.5847115204009924,0.5847115204009924
great title,-0.5847080721634664,0.5847080721634664
forward button,-0.5847010570360045,0.5847010570360045
lack talent,-0.5846142971849451,0.5846142971849451
reason make,-0.5846141283758837,0.5846141283758837
oh wait,-0.5845989782736539,0.5845989782736539
unavailable,0.5845602018520011,0.5845602018520011
oddity,-0.5844903405186502,0.5844903405186502
csi,-0.5843767809347622,0.5843767809347622
random people,-0.5843747697602345,0.5843747697602345
cemetery,-0.5842455888134694,0.5842455888134694
topic,-0.5842361957572337,0.5842361957572337
omitted,-0.5841779447846943,0.5841779447846943
look don,0.5841318511843958,0.5841318511843958
like million,-0.5840550151262592,0.5840550151262592
twilight,0.5840031543449437,0.5840031543449437
riddick,0.5839918622894279,0.5839918622894279
movie pass,-0.5839290914525397,0.5839290914525397
prejudice,0.5839245266630944,0.5839245266630944
really difficult,0.583920922999399,0.583920922999399
empress,-0.5838906293455047,0.5838906293455047
wildly,-0.5838881493450733,0.5838881493450733
forced make,0.5838315423287644,0.5838315423287644
caused,0.5837238825274654,0.5837238825274654
addition,0.5837184226367959,0.5837184226367959
trivial,-0.5837111733722289,0.5837111733722289
movie hated,0.5836694219435339,0.5836694219435339
professors,-0.5836244117579062,0.5836244117579062
expanded,0.5835555831145618,0.5835555831145618
cliff,-0.5835067391202884,0.5835067391202884
folk,-0.5835030952185191,0.5835030952185191
ham fisted,-0.5834994293742966,0.5834994293742966
novels,-0.5834770997490653,0.5834770997490653
jet li,0.5834738660230295,0.5834738660230295
columbine,0.5834419154208503,0.5834419154208503
retiring,-0.5833717469851032,0.5833717469851032
sly,0.5833583029070006,0.5833583029070006
don mind,-0.5833377781778215,0.5833377781778215
hhh,0.583329179837335,0.583329179837335
like ray,0.5832253248604418,0.5832253248604418
wasted talent,-0.5832138349270477,0.5832138349270477
evolved,0.583153930841417,0.583153930841417
way slow,-0.5831220137277192,0.5831220137277192
effects used,-0.5831192367458513,0.5831192367458513
oppression,0.5831093310085982,0.5831093310085982
debacle,-0.5830599646670239,0.5830599646670239
ineffective,-0.5830544011263133,0.5830544011263133
film disappointing,-0.5830368945250506,0.5830368945250506
better work,-0.5830105384137765,0.5830105384137765
left wondering,0.5829956169453714,0.5829956169453714
mean come,-0.5829752757294773,0.5829752757294773
classic american,0.5829304810328582,0.5829304810328582
banks,0.5829265799913965,0.5829265799913965
moby dick,-0.5828753827398411,0.5828753827398411
hopes,-0.582822875275806,0.582822875275806
derailed,0.5827420936428612,0.5827420936428612
ba,-0.5826686799530899,0.5826686799530899
kite runner,0.5826215134095115,0.5826215134095115
diminish,0.5826214217673386,0.5826214217673386
hastings,0.5825167944419534,0.5825167944419534
differences,-0.5825007653700293,0.5825007653700293
hitler rise,0.5824934195004001,0.5824934195004001
movie despite,0.5824614729308439,0.5824614729308439
film video,0.5824337406199765,0.5824337406199765
reviewing film,-0.5823663624653822,0.5823663624653822
moriarty,0.582333679890504,0.582333679890504
rampage,-0.5822972509266128,0.5822972509266128
double feature,-0.5822957296777902,0.5822957296777902
horrifying,0.5822900579283868,0.5822900579283868
really think,0.582281942971118,0.582281942971118
acting abilities,-0.5822703411270069,0.5822703411270069
saddens,-0.5822124725891736,0.5822124725891736
film cast,-0.5822080283342388,0.5822080283342388
makes worse,-0.5821969927009834,0.5821969927009834
doesn remember,-0.5821119756304434,0.5821119756304434
dead end,0.5820767907094205,0.5820767907094205
wuss,-0.5820644695274466,0.5820644695274466
cabal,0.5820001547020116,0.5820001547020116
film showing,0.5818783165817074,0.5818783165817074
pointless film,-0.581860604697927,0.581860604697927
donor,-0.5818149448052194,0.5818149448052194
truths,0.5818098769620343,0.5818098769620343
complexities,0.5817925943301715,0.5817925943301715
parliament,0.5817196632404401,0.5817196632404401
watched film,0.5816743557945533,0.5816743557945533
lightweight,0.5816641506812088,0.5816641506812088
felt real,0.581629995471943,0.581629995471943
professional,0.5815655931677506,0.5815655931677506
stunts,0.5815555693978341,0.5815555693978341
movie exciting,0.5815552236016994,0.5815552236016994
viewing experience,-0.5815419519956528,0.5815419519956528
story probably,0.5815408192446416,0.5815408192446416
british accent,-0.581463423282715,0.581463423282715
film feel,0.5814591909150273,0.5814591909150273
philadelphia,0.581429211715226,0.581429211715226
new,0.5814181923235348,0.5814181923235348
suitable,0.5813958807319026,0.5813958807319026
fragile,0.5813561560756352,0.5813561560756352
make noise,0.5813108800620967,0.5813108800620967
movies shown,0.5811703971105692,0.5811703971105692
flashman,-0.5811430450478212,0.5811430450478212
akira,0.5810801383606587,0.5810801383606587
drummond,-0.5810226711031149,0.5810226711031149
complete story,0.5810147874457013,0.5810147874457013
dwell,0.5809816728700294,0.5809816728700294
peoples,0.580925193242504,0.580925193242504
incessant,-0.5809147326265118,0.5809147326265118
movie tom,-0.5809111893413245,0.5809111893413245
overrated,-0.5808644380412632,0.5808644380412632
purely,-0.5808430686414473,0.5808430686414473
debut,0.5808149979652124,0.5808149979652124
meyer,-0.5807399002665374,0.5807399002665374
arrangement,-0.5807259525734763,0.5807259525734763
provoking film,0.5806893152406334,0.5806893152406334
really interesting,0.5806724319979562,0.5806724319979562
christmas present,0.5806670571230075,0.5806670571230075
beery,0.5806455684031018,0.5806455684031018
merchandise,0.5806153817436801,0.5806153817436801
observers,0.5806108433111035,0.5806108433111035
sweet movie,0.5805771128634492,0.5805771128634492
story isn,0.5805572974738078,0.5805572974738078
born killers,-0.58052093177514,0.58052093177514
ppl,0.5805160292112064,0.5805160292112064
movie trailer,-0.5804897733205459,0.5804897733205459
daniel craig,0.5804579344128619,0.5804579344128619
deserves lot,0.5803933527729729,0.5803933527729729
yay,-0.5803106097393969,0.5803106097393969
ending good,0.5802602323531124,0.5802602323531124
actually believe,-0.5802532922683935,0.5802532922683935
heaven,0.5801172265911795,0.5801172265911795
scandal,0.5800663449404423,0.5800663449404423
spend money,-0.580027503524507,0.580027503524507
mumbling,-0.5800130138740519,0.5800130138740519
embodiment,-0.58000011251198,0.58000011251198
sense humor,0.5799924524232528,0.5799924524232528
movie rating,0.5799749333950489,0.5799749333950489
brother law,0.5799433385331055,0.5799433385331055
character development,-0.5799094422995577,0.5799094422995577
just story,-0.5798954242111759,0.5798954242111759
glossy,0.5798874731979193,0.5798874731979193
good lines,-0.5797966556418807,0.5797966556418807
milquetoast,-0.579771063197326,0.579771063197326
ice age,0.5797434161186402,0.5797434161186402
kept looking,-0.579720996570121,0.579720996570121
watch expecting,0.5797178160363616,0.5797178160363616
omit,-0.5796949187421814,0.5796949187421814
fish men,0.5796285342955729,0.5796285342955729
makes think,0.5795221114333151,0.5795221114333151
reedus,0.57951072901511,0.57951072901511
vocabulary,0.5794399180340201,0.5794399180340201
life story,-0.5793936931265302,0.5793936931265302
acting skills,-0.5793597778123488,0.5793597778123488
just wonderful,0.5792878633540104,0.5792878633540104
